,latitude,longitude,price,minimum_nights,number_of_reviews,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
25799,40.720079999999996,-73.98786,139,5,12,25,0,0,1,0,0,1,0,0
25800,40.700109999999995,-73.92241,100,1,132,74,0,1,0,0,0,0,1,0
25801,40.576879999999996,-73.95308,130,3,22,134,0,1,0,0,0,1,0,0
25802,40.77068,-73.98674,229,30,0,364,0,0,1,0,0,1,0,0
25803,40.82232,-73.93647,77,3,92,200,0,0,1,0,0,0,1,0
25804,40.69543,-73.92324,75,4,4,0,0,1,0,0,0,0,1,0
25805,40.84877,-73.93821,65,4,0,0,0,0,1,0,0,1,0,0
25806,40.71215,-73.95177,80,5,1,0,0,1,0,0,0,0,1,0
25807,40.61765,-74.03406,125,9,0,365,0,1,0,0,0,0,1,0
25808,40.69232,-73.93864,65,3,15,109,0,1,0,0,0,0,1,0
25809,40.74266,-73.9792,220,7,36,91,0,0,1,0,0,1,0,0
25810,40.711940000000006,-73.94892,150,2,0,0,0,1,0,0,0,0,1,0
25811,40.68919,-73.9335,60,2,1,365,0,1,0,0,0,0,1,0
25812,40.70789,-73.96755,180,5,12,0,0,1,0,0,0,1,0,0
25813,40.7459,-73.99866999999999,165,3,4,0,0,0,1,0,0,0,1,0
25814,40.72945,-73.98203000000001,75,1,3,0,0,0,1,0,0,0,1,0
25815,40.81793,-73.94017,100,1,9,90,0,0,1,0,0,0,1,0
25816,40.65198,-74.00763,120,2,7,0,0,1,0,0,0,1,0,0
25817,40.68459,-73.95732,179,3,52,185,0,1,0,0,0,1,0,0
25818,40.696059999999996,-73.77311,125,1,0,179,0,0,0,1,0,0,1,0
25819,40.75035,-73.97907,49,3,93,26,0,0,1,0,0,0,0,1
25820,40.74946,-73.9785,49,3,103,22,0,0,1,0,0,0,0,1
25821,40.701879999999996,-73.92062,90,4,17,0,0,1,0,0,0,0,1,0
25822,40.649229999999996,-73.95273,50,2,26,0,0,1,0,0,0,0,1,0
25823,40.761540000000004,-73.99306,499,2,16,240,0,0,1,0,0,1,0,0
25824,40.64179,-73.97941,36,2,13,231,0,1,0,0,0,0,1,0
25825,40.68185,-73.88128,5000,2,4,0,0,1,0,0,0,1,0,0
25826,40.71798,-73.98418000000001,275,2,17,171,0,0,1,0,0,1,0,0
25827,40.65099,-73.96283000000001,80,60,46,54,0,1,0,0,0,1,0,0
25828,40.88698,-73.86049,35,2,16,156,1,0,0,0,0,0,1,0
25829,40.679840000000006,-73.9703,90,2,0,0,0,1,0,0,0,0,1,0
25830,40.67262,-73.87391,50,1,3,179,0,1,0,0,0,0,1,0
25831,40.69574,-73.93975,250,2,0,173,0,1,0,0,0,0,1,0
25832,40.693659999999994,-73.93794,140,1,0,173,0,1,0,0,0,0,1,0
25833,40.80627,-73.96354000000001,125,4,0,0,0,0,1,0,0,0,0,1
25834,40.646409999999996,-73.94955999999999,50,1,20,244,0,1,0,0,0,0,1,0
25835,40.78875,-73.9679,150,2,5,0,0,0,1,0,0,0,1,0
25836,40.69455,-73.92715,59,1,3,0,0,1,0,0,0,0,1,0
25837,40.64931,-73.9733,85,3,12,5,0,1,0,0,0,1,0,0
25838,40.68568,-73.91923,60,30,5,178,0,1,0,0,0,0,1,0
25839,40.726009999999995,-73.97674,110,7,30,82,0,0,1,0,0,0,1,0
25840,40.72546,-73.95558,37,1,62,359,0,1,0,0,0,0,1,0
25841,40.7228,-73.94538,90,1,3,0,0,1,0,0,0,0,1,0
25842,40.73963,-73.98165999999999,180,5,8,0,0,0,1,0,0,1,0,0
25843,40.6628,-73.98349,111,2,1,0,0,1,0,0,0,1,0,0
25844,40.660470000000004,-73.93743,150,3,0,0,0,1,0,0,0,0,1,0
25845,40.67183,-73.95277,135,7,12,0,0,1,0,0,0,1,0,0
25846,40.71405,-73.99291,120,3,35,337,0,0,1,0,0,0,1,0
25847,40.720279999999995,-73.94152,241,5,4,0,0,1,0,0,0,1,0,0
25848,40.701,-73.91986,69,1,77,178,0,1,0,0,0,0,1,0
25849,40.68797,-73.9592,150,1,0,0,0,1,0,0,0,0,1,0
25850,40.705870000000004,-73.92358,94,2,13,0,0,1,0,0,0,1,0,0
25851,40.76644,-73.95486,130,3,3,0,0,0,1,0,0,1,0,0
25852,40.799820000000004,-73.96058000000001,135,2,1,0,0,0,1,0,0,1,0,0
25853,40.76506,-73.98567,70,3,6,225,0,0,1,0,0,0,1,0
25854,40.7646,-73.98980999999999,290,2,1,0,0,0,1,0,0,1,0,0
25855,40.68289,-73.98532,95,2,21,0,0,1,0,0,0,0,1,0
25856,40.711220000000004,-73.94346999999999,53,3,4,0,0,1,0,0,0,0,1,0
25857,40.68939,-73.95418000000001,58,3,5,0,0,1,0,0,0,0,1,0
25858,40.6753,-73.96282,80,3,2,0,0,1,0,0,0,0,1,0
25859,40.65286,-73.93370999999999,33,30,1,245,0,1,0,0,0,0,1,0
25860,40.75607,-73.80964,198,7,4,365,0,0,0,1,0,1,0,0
25861,40.61353,-74.06724,55,2,88,114,0,0,0,0,1,0,1,0
25862,40.70408,-73.92045,150,3,2,169,0,1,0,0,0,0,1,0
25863,40.78602,-73.94977,100,3,67,34,0,0,1,0,0,0,1,0
25864,40.67753,-73.91688,129,4,97,211,0,1,0,0,0,1,0,0
25865,40.719229999999996,-73.99573000000001,138,31,4,93,0,0,1,0,0,1,0,0
25866,40.6485,-73.93855,40,3,58,306,0,1,0,0,0,0,1,0
25867,40.597359999999995,-73.80029,35,1,60,348,0,0,0,1,0,0,1,0
25868,40.59754,-73.79949,50,1,53,249,0,0,0,1,0,0,1,0
25869,40.64991,-73.93715999999999,40,3,52,298,0,1,0,0,0,0,1,0
25870,40.714620000000004,-73.96263,57,1,3,0,0,1,0,0,0,0,1,0
25871,40.7531,-73.97085,115,1,33,0,0,0,1,0,0,0,1,0
25872,40.75895,-73.79196,80,2,86,115,0,0,0,1,0,1,0,0
25873,40.72246,-73.94768,210,7,0,0,0,1,0,0,0,1,0,0
25874,40.76363,-73.98746,379,1,3,365,0,0,1,0,0,1,0,0
25875,40.6824,-73.91315,48,4,7,2,0,1,0,0,0,0,1,0
25876,40.851859999999995,-73.9305,37,3,5,0,0,0,1,0,0,0,1,0
25877,40.86306,-73.92896,175,2,38,244,0,0,1,0,0,1,0,0
25878,40.68201,-73.89425,50,30,34,234,0,1,0,0,0,1,0,0
25879,40.79412,-73.96806,173,10,0,0,0,0,1,0,0,1,0,0
25880,40.83121,-73.8483,450,2,1,342,1,0,0,0,0,1,0,0
25881,40.780190000000005,-73.95857,225,30,0,365,0,0,1,0,0,1,0,0
25882,40.84711,-73.83039000000001,80,2,66,56,1,0,0,0,0,1,0,0
25883,40.7506,-73.97104,176,30,0,365,0,0,1,0,0,1,0,0
25884,40.640679999999996,-73.9641,165,6,0,0,0,1,0,0,0,1,0,0
25885,40.67749,-73.94854000000001,125,1,32,351,0,1,0,0,0,0,1,0
25886,40.73638,-73.98089,239,30,0,242,0,0,1,0,0,1,0,0
25887,40.663340000000005,-73.94651,130,4,17,110,0,1,0,0,0,1,0,0
25888,40.79633,-73.94819,104,30,3,212,0,0,1,0,0,1,0,0
25889,40.74419,-73.99913000000001,225,1,102,33,0,0,1,0,0,1,0,0
25890,40.708659999999995,-74.01385,178,30,1,327,0,0,1,0,0,1,0,0
25891,40.68541,-73.96188000000001,114,12,27,13,0,1,0,0,0,1,0,0
25892,40.6916,-73.94538,130,5,7,4,0,1,0,0,0,1,0,0
25893,40.67192,-73.97444,230,3,12,354,0,1,0,0,0,1,0,0
25894,40.77281,-73.90295,60,1,3,129,0,0,0,1,0,0,1,0
25895,40.82627,-73.90803000000001,65,2,0,0,1,0,0,0,0,0,1,0
25896,40.72733,-73.9958,150,2,1,0,0,0,1,0,0,0,1,0
25897,40.72405,-73.97747,150,4,6,0,0,0,1,0,0,1,0,0
25898,40.7293,-73.98283,100,3,1,0,0,0,1,0,0,0,1,0
25899,40.85657,-73.90915,55,1,2,0,1,0,0,0,0,0,1,0
25900,40.69122,-73.96976,75,3,14,35,0,1,0,0,0,0,1,0
25901,40.733000000000004,-73.99413,3900,30,7,180,0,0,1,0,0,1,0,0
25902,40.712790000000005,-73.94662,65,3,1,0,0,1,0,0,0,0,1,0
25903,40.8098,-73.9441,89,5,34,86,0,0,1,0,0,0,1,0
25904,40.68591,-73.9249,159,3,36,2,0,1,0,0,0,1,0,0
25905,40.71946,-73.99761,170,4,0,0,0,0,1,0,0,1,0,0
25906,40.69061,-73.95203000000001,115,3,5,0,0,1,0,0,0,1,0,0
25907,40.69748,-73.90127,125,3,5,0,0,0,0,1,0,1,0,0
25908,40.73465,-74.00139,325,2,0,0,0,0,1,0,0,1,0,0
25909,40.67538,-73.93379,165,3,2,263,0,1,0,0,0,1,0,0
25910,40.69167,-73.96927,129,2,93,43,0,1,0,0,0,1,0,0
25911,40.75052,-73.97259,350,3,3,0,0,0,1,0,0,1,0,0
25912,40.76128,-73.96236,90,30,5,306,0,0,1,0,0,1,0,0
25913,40.73741,-73.98096,216,30,0,364,0,0,1,0,0,1,0,0
25914,40.84964,-73.78716999999999,50,2,45,118,1,0,0,0,0,0,1,0
25915,40.727920000000005,-73.98288000000001,110,15,6,0,0,0,1,0,0,0,1,0
25916,40.63524,-73.94158,55,4,18,82,0,1,0,0,0,0,1,0
25917,40.705009999999994,-74.00707,300,2,21,0,0,0,1,0,0,1,0,0
25918,40.75224,-73.81505,49,1,77,362,0,0,0,1,0,0,1,0
25919,40.73632,-74.00601,158,14,4,0,0,0,1,0,0,1,0,0
25920,40.6997,-73.91305,97,3,6,2,0,1,0,0,0,1,0,0
25921,40.78965,-73.96993,95,1,9,70,0,0,1,0,0,1,0,0
25922,40.64162,-73.90890999999999,100,3,2,364,0,1,0,0,0,0,1,0
25923,40.82444,-73.95111999999999,65,3,69,57,0,0,1,0,0,0,1,0
25924,40.66592,-73.95319,100,7,3,0,0,1,0,0,0,1,0,0
25925,40.70088,-73.91835999999999,50,3,22,0,0,1,0,0,0,0,1,0
25926,40.71647,-73.95333000000001,75,1,45,84,0,1,0,0,0,0,1,0
25927,40.67225,-73.93326,55,2,4,0,0,1,0,0,0,0,1,0
25928,40.80171,-73.95121999999999,55,10,6,156,0,0,1,0,0,0,1,0
25929,40.69084,-73.92048,175,1,47,336,0,1,0,0,0,1,0,0
25930,40.72987,-73.98283,100,3,3,0,0,0,1,0,0,0,1,0
25931,40.71702,-73.95732,75,2,1,0,0,1,0,0,0,0,1,0
25932,40.67865,-73.94230999999999,75,1,4,0,0,1,0,0,0,0,1,0
25933,40.706309999999995,-73.91922,35,7,2,364,0,1,0,0,0,0,1,0
25934,40.73365,-73.95354,53,2,0,0,0,1,0,0,0,0,1,0
25935,40.77237,-73.95275,95,2,42,0,0,0,1,0,0,0,1,0
25936,40.738040000000005,-73.98178,175,5,3,65,0,0,1,0,0,1,0,0
25937,40.71365,-73.9973,180,5,11,171,0,0,1,0,0,1,0,0
25938,40.77773,-73.83237,55,1,51,65,0,0,0,1,0,0,1,0
25939,40.77786,-73.90819,79,7,36,48,0,0,0,1,0,0,1,0
25940,40.61802,-73.92866,30,2,13,292,0,1,0,0,0,0,1,0
25941,40.83902,-73.93766,50,3,2,0,0,0,1,0,0,1,0,0
25942,40.78079,-73.95499000000001,150,10,0,0,0,0,1,0,0,0,1,0
25943,40.77832,-73.95657,133,30,7,281,0,0,1,0,0,1,0,0
25944,40.73227,-73.95149,496,3,20,313,0,1,0,0,0,1,0,0
25945,40.7416,-74.00081999999999,75,30,2,188,0,0,1,0,0,0,1,0
25946,40.7244,-73.97731999999999,100,1,33,124,0,0,1,0,0,0,1,0
25947,40.62724,-73.93043,1700,1,0,365,0,1,0,0,0,1,0,0
25948,40.71611,-73.99405,80,25,8,0,0,0,1,0,0,0,1,0
25949,40.80482,-73.95107,123,2,54,0,0,0,1,0,0,0,1,0
25950,40.68763,-73.92706,30,2,9,0,0,1,0,0,0,0,1,0
25951,40.68225,-73.99116,50,1,12,0,0,1,0,0,0,0,1,0
25952,40.70929,-73.95381,195,2,9,0,0,1,0,0,0,1,0,0
25953,40.81394,-73.95334,69,2,13,112,0,0,1,0,0,0,1,0
25954,40.68503,-73.77983,150,2,45,153,0,0,0,1,0,1,0,0
25955,40.69155,-73.93661999999999,49,7,5,56,0,1,0,0,0,0,1,0
25956,40.65413,-73.94846,95,4,55,22,0,1,0,0,0,1,0,0
25957,40.64119,-74.08369,109,2,87,100,0,0,0,0,1,1,0,0
25958,40.84492,-73.93890999999999,105,2,109,261,0,0,1,0,0,1,0,0
25959,40.75401,-73.92013,49,1,4,0,0,0,0,1,0,0,1,0
25960,40.67884,-73.97493,120,3,7,0,0,1,0,0,0,1,0,0
25961,40.81225,-73.95196999999999,69,2,10,365,0,0,1,0,0,0,1,0
25962,40.79383,-73.94968,85,1,98,0,0,0,1,0,0,0,1,0
25963,40.77037,-73.95734,120,6,0,0,0,0,1,0,0,1,0,0
25964,40.6904,-73.99376,135,3,21,15,0,1,0,0,0,1,0,0
25965,40.68953,-73.93186999999999,49,2,1,0,0,1,0,0,0,0,1,0
25966,40.69855,-73.93670999999999,100,11,13,0,0,1,0,0,0,0,1,0
25967,40.72372,-73.99318000000001,250,2,0,2,0,0,1,0,0,1,0,0
25968,40.64861,-73.94983,48,2,9,4,0,1,0,0,0,0,1,0
25969,40.8608,-73.9281,87,2,5,20,0,0,1,0,0,1,0,0
25970,40.808409999999995,-73.95625,85,3,13,61,0,0,1,0,0,0,1,0
25971,40.68566,-73.92551999999999,48,1,2,0,0,1,0,0,0,0,1,0
25972,40.80227,-73.9579,90,3,55,66,0,0,1,0,0,0,1,0
25973,40.69954,-73.93579,60,5,6,13,0,1,0,0,0,0,1,0
25974,40.67542,-73.95107,50,2,82,30,0,1,0,0,0,0,1,0
25975,40.64493,-73.97327,85,2,61,61,0,1,0,0,0,0,1,0
25976,40.7079,-73.96609000000001,70,7,8,0,0,1,0,0,0,0,1,0
25977,40.67454,-73.9841,125,2,77,243,0,1,0,0,0,1,0,0
25978,40.65429,-73.73432,45,30,34,90,0,0,0,1,0,0,1,0
25979,40.6866,-73.96761,88,2,0,0,0,1,0,0,0,0,1,0
25980,40.779540000000004,-73.94788,89,3,9,18,0,0,1,0,0,0,1,0
25981,40.65251,-73.7365,42,7,21,297,0,0,0,1,0,0,1,0
25982,40.6473,-73.96245,50,2,10,178,0,1,0,0,0,0,1,0
25983,40.764829999999996,-73.94073,120,1,63,356,0,0,0,1,0,0,1,0
25984,40.86339,-73.92045,60,2,75,332,0,0,1,0,0,0,1,0
25985,40.77998,-73.98218,62,1,10,0,0,0,1,0,0,0,0,1
25986,40.7507,-73.97086,175,30,0,365,0,0,1,0,0,1,0,0
25987,40.70926,-73.95515,76,1,9,310,0,1,0,0,0,0,1,0
25988,40.6435,-73.94011,47,1,4,63,0,1,0,0,0,0,1,0
25989,40.75161,-73.97017,175,30,0,365,0,0,1,0,0,1,0,0
25990,40.84962,-73.94011,60,1,11,0,0,0,1,0,0,0,1,0
25991,40.6918,-73.95151,200,4,2,0,0,1,0,0,0,1,0,0
25992,40.75145,-73.97010999999999,175,30,0,365,0,0,1,0,0,1,0,0
25993,40.70305,-73.82687,55,2,10,6,0,0,0,1,0,0,1,0
25994,40.7518,-73.97074,220,30,0,365,0,0,1,0,0,1,0,0
25995,40.82992,-73.94563000000001,60,2,1,0,0,0,1,0,0,0,0,1
25996,40.69099,-73.92657,50,1,1,0,0,1,0,0,0,0,1,0
25997,40.74978,-73.96977,175,30,0,365,0,0,1,0,0,1,0,0
25998,40.82673,-73.94633,75,30,0,32,0,0,1,0,0,1,0,0
25999,40.71972,-73.94337,250,3,3,0,0,1,0,0,0,1,0,0
26000,40.705740000000006,-73.92289,85,1,14,0,0,1,0,0,0,0,1,0
26001,40.72894,-74.00018,174,3,4,0,0,0,1,0,0,1,0,0
26002,40.704840000000004,-73.92645999999999,100,4,6,0,0,1,0,0,0,0,1,0
26003,40.72475,-73.97788,260,30,0,330,0,0,1,0,0,1,0,0
26004,40.715340000000005,-73.85828000000001,75,3,20,48,0,0,0,1,0,0,1,0
26005,40.68371,-73.9405,160,3,20,136,0,1,0,0,0,1,0,0
26006,40.67927,-73.94758,88,4,1,0,0,1,0,0,0,0,1,0
26007,40.701409999999996,-73.90290999999999,170,18,14,141,0,0,0,1,0,1,0,0
26008,40.7112,-73.95886,95,2,24,0,0,1,0,0,0,0,1,0
26009,40.693870000000004,-73.94688000000001,62,3,51,108,0,1,0,0,0,0,1,0
26010,40.77028,-73.92112,45,5,20,16,0,0,0,1,0,0,1,0
26011,40.76354,-73.99283,100,30,3,270,0,0,1,0,0,1,0,0
26012,40.74823,-73.91456,60,4,1,0,0,0,0,1,0,0,1,0
26013,40.76401,-73.95929,211,7,29,237,0,0,1,0,0,1,0,0
26014,40.680640000000004,-73.97657,100,3,4,0,0,1,0,0,0,1,0,0
26015,40.68418,-73.98373000000001,250,1,97,39,0,1,0,0,0,1,0,0
26016,40.8055,-73.95478,125,6,8,0,0,0,1,0,0,1,0,0
26017,40.71515,-73.99863,145,4,13,86,0,0,1,0,0,1,0,0
26018,40.72056,-73.94118,116,2,58,0,0,1,0,0,0,0,1,0
26019,40.80044,-73.95139,50,28,12,39,0,0,1,0,0,0,1,0
26020,40.68251,-73.94102,175,2,18,0,0,1,0,0,0,1,0,0
26021,40.75014,-73.97001,175,30,0,365,0,0,1,0,0,1,0,0
26022,40.69044,-73.75489,246,2,3,359,0,0,0,1,0,1,0,0
26023,40.65247,-73.96399,44,3,1,0,0,1,0,0,0,0,1,0
26024,40.72653,-73.98539,99,1,33,269,0,0,1,0,0,1,0,0
26025,40.84101,-73.92626,62,2,75,351,1,0,0,0,0,0,1,0
26026,40.898109999999996,-73.85543,55,1,156,318,1,0,0,0,0,0,1,0
26027,40.813159999999996,-73.95176,69,2,2,365,0,0,1,0,0,0,1,0
26028,40.80605,-73.94889,150,5,14,16,0,0,1,0,0,1,0,0
26029,40.76141,-73.96265,125,50,0,176,0,0,1,0,0,1,0,0
26030,40.70353,-73.9288,80,4,0,0,0,1,0,0,0,0,1,0
26031,40.841840000000005,-73.92535,42,2,92,311,1,0,0,0,0,0,1,0
26032,40.841029999999996,-73.92701,42,2,62,1,1,0,0,0,0,0,1,0
26033,40.856629999999996,-73.93564,50,4,22,42,0,0,1,0,0,0,1,0
26034,40.814040000000006,-73.95233,69,2,15,116,0,0,1,0,0,0,1,0
26035,40.7631,-73.99133,145,2,77,194,0,0,1,0,0,1,0,0
26036,40.662729999999996,-73.99384,58,4,10,0,0,1,0,0,0,1,0,0
26037,40.6679,-73.93975999999999,65,1,0,0,0,1,0,0,0,0,1,0
26038,40.85148,-73.9301,175,2,2,0,0,0,1,0,0,1,0,0
26039,40.817170000000004,-73.93856,100,6,21,87,0,0,1,0,0,0,1,0
26040,40.763659999999994,-73.99096,135,2,65,59,0,0,1,0,0,1,0,0
26041,40.7263,-73.98432,120,1,2,0,0,0,1,0,0,0,1,0
26042,40.6958,-73.91362,49,2,71,3,0,1,0,0,0,0,1,0
26043,40.71823,-73.94093000000001,48,2,3,0,0,1,0,0,0,0,1,0
26044,40.89685,-73.85382,55,1,0,0,1,0,0,0,0,0,0,1
26045,40.74641,-74.0051,435,3,3,0,0,0,1,0,0,1,0,0
26046,40.87618,-73.91266,93,2,7,0,0,0,1,0,0,0,1,0
26047,40.68998,-73.75477,60,2,23,0,0,0,0,1,0,0,1,0
26048,40.702459999999995,-73.92416999999999,42,4,6,0,0,1,0,0,0,0,1,0
26049,40.72684,-73.86409,40,4,0,0,0,0,0,1,0,0,1,0
26050,40.797109999999996,-73.93255,88,2,34,86,0,0,1,0,0,0,1,0
26051,40.70015,-73.93951,85,1,0,0,0,1,0,0,0,0,0,1
26052,40.67262,-73.92534,60,2,41,320,0,1,0,0,0,0,1,0
26053,40.70256,-73.92094,58,1,79,178,0,1,0,0,0,0,1,0
26054,40.62944,-73.89678,90,2,73,318,0,1,0,0,0,1,0,0
26055,40.87519,-73.91245,65,2,5,112,0,0,1,0,0,0,1,0
26056,40.683609999999994,-73.93883000000001,76,3,6,0,0,1,0,0,0,0,1,0
26057,40.68462,-73.93724,74,4,1,0,0,1,0,0,0,1,0,0
26058,40.69154,-73.93191,95,1,87,31,0,1,0,0,0,0,1,0
26059,40.72591,-73.95645,210,2,103,268,0,1,0,0,0,1,0,0
26060,40.8204,-73.93867,50,1,2,0,0,0,1,0,0,0,1,0
26061,40.77039,-73.92626,93,7,1,0,0,0,0,1,0,1,0,0
26062,40.68181,-73.94214000000001,250,1,3,51,0,1,0,0,0,1,0,0
26063,40.734759999999994,-74.00477,269,4,10,10,0,0,1,0,0,1,0,0
26064,40.81968,-73.95831,70,1,36,169,0,0,1,0,0,0,1,0
26065,40.73595,-73.95423000000001,90,5,3,0,0,1,0,0,0,0,1,0
26066,40.753409999999995,-73.98504,422,5,58,339,0,0,1,0,0,1,0,0
26067,40.71569,-73.99421,250,2,9,41,0,0,1,0,0,1,0,0
26068,40.75713,-73.91334,99,3,1,328,0,0,0,1,0,0,1,0
26069,40.81561,-73.95393,65,4,59,44,0,0,1,0,0,0,1,0
26070,40.68496,-73.78194,55,1,5,155,0,0,0,1,0,0,1,0
26071,40.72553,-73.98012,149,2,5,0,0,0,1,0,0,1,0,0
26072,40.763040000000004,-73.90785,45,21,9,58,0,0,0,1,0,0,1,0
26073,40.81645,-73.86355,40,3,10,156,1,0,0,0,0,0,1,0
26074,40.72228,-73.94816999999999,135,2,2,0,0,1,0,0,0,0,1,0
26075,40.832570000000004,-73.91245,45,1,0,0,1,0,0,0,0,0,0,1
26076,40.845659999999995,-73.93998,75,3,3,0,0,0,1,0,0,1,0,0
26077,40.800990000000006,-73.95105,200,1,0,0,0,0,1,0,0,1,0,0
26078,40.65457,-73.97511999999999,145,3,1,0,0,1,0,0,0,1,0,0
26079,40.742940000000004,-73.98137,160,1,5,0,0,0,1,0,0,1,0,0
26080,40.68117,-73.97785,100,3,81,42,0,1,0,0,0,0,1,0
26081,40.6622,-73.73135,58,1,45,84,0,0,0,1,0,0,1,0
26082,40.68265,-73.97754,120,3,5,0,0,1,0,0,0,0,1,0
26083,40.7623,-73.91645,80,2,26,364,0,0,0,1,0,0,1,0
26084,40.83636,-73.94487,65,2,81,11,0,0,1,0,0,0,1,0
26085,40.67935,-73.9723,115,2,7,0,0,1,0,0,0,1,0,0
26086,40.77981,-73.96030999999999,220,30,0,334,0,0,1,0,0,1,0,0
26087,40.78098,-73.95854,225,30,0,315,0,0,1,0,0,1,0,0
26088,40.7281,-73.84886,100,2,18,0,0,0,0,1,0,1,0,0
26089,40.78015,-73.95852,225,30,0,346,0,0,1,0,0,1,0,0
26090,40.802459999999996,-73.95971999999999,245,2,57,54,0,0,1,0,0,1,0,0
26091,40.67785,-73.95085999999999,80,2,85,272,0,1,0,0,0,1,0,0
26092,40.66174,-73.95496,110,2,43,182,0,1,0,0,0,0,1,0
26093,40.80344,-73.95513000000001,183,2,3,37,0,0,1,0,0,1,0,0
26094,40.69514,-73.74902,55,1,97,354,0,0,0,1,0,0,1,0
26095,40.797959999999996,-73.97255,250,2,1,0,0,0,1,0,0,1,0,0
26096,40.73658,-73.95418000000001,275,2,0,0,0,1,0,0,0,1,0,0
26097,40.67729,-73.96535,120,5,37,135,0,1,0,0,0,0,1,0
26098,40.740390000000005,-74.00029,89,2,1,0,0,0,1,0,0,0,1,0
26099,40.62365,-73.93171,100,3,17,89,0,1,0,0,0,1,0,0
26100,40.696529999999996,-73.91492,59,3,29,63,0,1,0,0,0,0,1,0
26101,40.71591,-73.95513000000001,50,4,56,8,0,1,0,0,0,0,1,0
26102,40.85751,-73.90805,45,3,12,365,1,0,0,0,0,0,1,0
26103,40.69332,-73.95085,50,1,1,0,0,1,0,0,0,0,1,0
26104,40.69621,-73.8502,49,2,8,96,0,0,0,1,0,0,1,0
26105,40.818670000000004,-73.95293000000001,55,2,80,0,0,0,1,0,0,0,1,0
26106,40.75015,-73.85961,69,2,166,140,0,0,0,1,0,1,0,0
26107,40.68592,-73.98181,275,1,7,129,0,1,0,0,0,1,0,0
26108,40.84381,-73.9385,125,2,4,0,0,0,1,0,0,1,0,0
26109,40.79398,-73.94159,300,2,14,179,0,0,1,0,0,1,0,0
26110,40.72917,-73.95130999999999,145,30,44,205,0,1,0,0,0,1,0,0
26111,40.72945,-73.97986999999999,170,30,136,291,0,0,1,0,0,1,0,0
26112,40.76064,-73.92481,95,30,48,217,0,0,0,1,0,1,0,0
26113,40.771229999999996,-73.95040999999999,243,30,0,284,0,0,1,0,0,1,0,0
26114,40.73105,-73.98195,150,30,48,199,0,0,1,0,0,1,0,0
26115,40.7025,-73.90985,23,1,0,0,0,0,0,1,0,0,1,0
26116,40.71353,-73.96453000000001,60,3,1,0,0,1,0,0,0,0,1,0
26117,40.708490000000005,-74.01486,181,30,0,329,0,0,1,0,0,1,0,0
26118,40.67139,-73.93131,70,5,11,278,0,1,0,0,0,0,1,0
26119,40.806709999999995,-73.95382,53,3,5,89,0,0,1,0,0,0,1,0
26120,40.76697,-73.99134000000001,130,1,74,157,0,0,1,0,0,0,1,0
26121,40.761140000000005,-73.97596,350,30,1,151,0,0,1,0,0,1,0,0
26122,40.835,-73.91114,60,4,30,179,1,0,0,0,0,0,1,0
26123,40.83497,-73.9189,35,7,32,50,1,0,0,0,0,0,1,0
26124,40.76271,-73.92213000000001,179,3,5,0,0,0,0,1,0,1,0,0
26125,40.67302,-73.93143,65,4,17,303,0,1,0,0,0,0,1,0
26126,40.67064,-73.9476,75,4,2,0,0,1,0,0,0,0,1,0
26127,40.70732,-73.94385,90,2,13,6,0,1,0,0,0,1,0,0
26128,40.73145,-74.00184,114,1,10,0,0,0,1,0,0,0,1,0
26129,40.75918,-73.82921999999999,111,3,22,96,0,0,0,1,0,1,0,0
26130,40.66183,-73.72943000000001,58,1,65,84,0,0,0,1,0,0,1,0
26131,40.77691,-73.92662,95,3,6,15,0,0,0,1,0,1,0,0
26132,40.73127,-73.99939,220,1,1,0,0,0,1,0,0,1,0,0
26133,40.71725,-73.9438,99,5,15,0,0,1,0,0,0,0,1,0
26134,40.647059999999996,-73.96056999999999,93,30,1,0,0,1,0,0,0,0,1,0
26135,40.7069,-73.95371999999999,55,5,61,53,0,1,0,0,0,0,1,0
26136,40.713640000000005,-73.99153000000001,50,1,42,257,0,0,1,0,0,0,1,0
26137,40.7451,-73.97915,308,30,0,156,0,0,1,0,0,1,0,0
26138,40.624990000000004,-74.01684,150,1,69,127,0,1,0,0,0,1,0,0
26139,40.69813,-73.91991,35,7,1,0,0,1,0,0,0,0,1,0
26140,40.78539,-73.95056,150,2,13,0,0,0,1,0,0,1,0,0
26141,40.683279999999996,-73.93719,75,2,20,0,0,1,0,0,0,1,0,0
26142,40.78717,-73.96806,150,1,24,27,0,0,1,0,0,1,0,0
26143,40.81643,-73.94041999999999,65,3,84,205,0,0,1,0,0,0,1,0
26144,40.71986,-73.95344,350,6,0,0,0,1,0,0,0,1,0,0
26145,40.6802,-73.99739,125,1,117,15,0,1,0,0,0,1,0,0
26146,40.90356,-73.84172,59,1,11,35,1,0,0,0,0,0,1,0
26147,40.72737,-73.98815,140,2,0,0,0,0,1,0,0,0,1,0
26148,40.63295,-73.89202,75,2,19,331,0,1,0,0,0,0,1,0
26149,40.723929999999996,-73.95347,184,2,0,0,0,1,0,0,0,1,0,0
26150,40.69211,-73.95496,125,1,61,113,0,1,0,0,0,1,0,0
26151,40.74814,-73.97554000000001,175,30,1,365,0,0,1,0,0,1,0,0
