,latitude,longitude,price,minimum_nights,number_of_reviews,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
10596,40.70939,-73.95155,77,4,1,0,0,1,0,0,0,0,1,0
10597,40.69867,-73.91134,120,30,51,202,0,1,0,0,0,1,0,0
10598,40.71248,-73.96379,90,1,5,0,0,1,0,0,0,0,1,0
10599,40.68355,-73.94129000000001,180,2,1,0,0,1,0,0,0,1,0,0
10600,40.65961,-73.96177,100,30,43,43,0,1,0,0,0,1,0,0
10601,40.71826,-73.99199,159,3,170,37,0,0,1,0,0,1,0,0
10602,40.72995,-73.98135,200,1,101,247,0,0,1,0,0,1,0,0
10603,40.7146,-73.98423000000001,89,3,5,0,0,0,1,0,0,0,1,0
10604,40.72845,-73.97989,200,2,3,0,0,0,1,0,0,1,0,0
10605,40.72528,-74.00223000000001,72,2,5,0,0,0,1,0,0,0,1,0
10606,40.71358,-73.98456,250,3,0,0,0,0,1,0,0,1,0,0
10607,40.709559999999996,-74.01605,165,30,6,43,0,0,1,0,0,1,0,0
10608,40.72018,-74.00981,100,1,18,31,0,0,1,0,0,0,1,0
10609,40.68742,-73.92198,90,1,0,0,0,1,0,0,0,0,1,0
10610,40.71349,-73.98473,90,10,8,0,0,0,1,0,0,0,1,0
10611,40.75249,-73.96866,120,4,3,0,0,0,1,0,0,1,0,0
10612,40.798770000000005,-73.96259,185,3,200,6,0,0,1,0,0,1,0,0
10613,40.719770000000004,-73.98176,100,1,0,0,0,0,1,0,0,0,1,0
10614,40.723620000000004,-73.98519,120,5,0,0,0,0,1,0,0,1,0,0
10615,40.78338,-73.95008,159,1,126,338,0,0,1,0,0,1,0,0
10616,40.71697,-73.95919,70,1,19,0,0,1,0,0,0,0,1,0
10617,40.683890000000005,-73.95557,80,3,4,0,0,1,0,0,0,0,1,0
10618,40.73921,-73.99717,220,2,3,0,0,0,1,0,0,1,0,0
10619,40.65845,-73.96131,89,4,3,0,0,1,0,0,0,1,0,0
10620,40.75535,-73.91396999999999,135,7,2,157,0,0,0,1,0,1,0,0
10621,40.79965,-73.95446,150,2,13,362,0,0,1,0,0,1,0,0
10622,40.721759999999996,-73.94393000000001,165,2,129,235,0,1,0,0,0,1,0,0
10623,40.77006,-73.87683,46,1,543,163,0,0,0,1,0,0,1,0
10624,40.710359999999994,-73.78260999999999,50,2,24,0,0,0,0,1,0,0,1,0
10625,40.78222,-73.94791,100,1,1,0,0,0,1,0,0,1,0,0
10626,40.75849,-73.9907,200,2,1,161,0,0,1,0,0,1,0,0
10627,40.76211,-73.92894,100,1,1,364,0,0,0,1,0,0,1,0
10628,40.64277,-73.97946999999999,81,1,1,0,0,1,0,0,0,1,0,0
10629,40.80965,-73.93911999999999,150,4,111,99,0,0,1,0,0,1,0,0
10630,40.713429999999995,-73.99531999999999,60,2,3,0,0,0,1,0,0,0,1,0
10631,40.779140000000005,-73.94965,180,14,0,0,0,0,1,0,0,1,0,0
10632,40.67797,-73.93966999999999,239,5,147,142,0,1,0,0,0,1,0,0
10633,40.64355,-74.01908,70,7,13,326,0,1,0,0,0,0,1,0
10634,40.70128,-73.92666,45,2,7,0,0,1,0,0,0,0,1,0
10635,40.80089,-73.95674,200,2,113,197,0,0,1,0,0,1,0,0
10636,40.76641,-73.94561,45,1,1,0,0,0,1,0,0,0,0,1
10637,40.68372,-73.95551,45,2,7,14,0,1,0,0,0,1,0,0
10638,40.71519,-73.96174,400,4,0,170,0,1,0,0,0,1,0,0
10639,40.6683,-73.94977,110,1,5,0,0,1,0,0,0,1,0,0
10640,40.6682,-73.94927,65,14,0,0,0,1,0,0,0,0,1,0
10641,40.73178,-73.98841999999999,250,2,48,211,0,0,1,0,0,1,0,0
10642,40.7066,-74.00395999999999,120,1,2,0,0,0,1,0,0,0,1,0
10643,40.763909999999996,-73.95938000000001,249,30,2,273,0,0,1,0,0,1,0,0
10644,40.71288,-73.94136999999999,80,2,2,0,0,1,0,0,0,0,1,0
10645,40.75463,-73.97445,124,2,14,0,0,0,1,0,0,1,0,0
10646,40.69262,-73.97245,175,3,2,0,0,1,0,0,0,1,0,0
10647,40.70511,-73.91755,45,1,0,0,0,1,0,0,0,0,1,0
10648,40.71321,-73.94099,60,1,0,0,0,1,0,0,0,0,1,0
10649,40.68326,-73.99327,115,3,27,166,0,1,0,0,0,1,0,0
10650,40.676970000000004,-73.97069,99,7,11,0,0,1,0,0,0,1,0,0
10651,40.74715,-73.91104,75,7,1,364,0,0,0,1,0,0,1,0
10652,40.775690000000004,-73.95201999999999,140,7,3,0,0,0,1,0,0,1,0,0
10653,40.82488,-73.94471999999999,75,4,0,0,0,0,1,0,0,0,1,0
10654,40.715959999999995,-73.96215,60,2,106,104,0,1,0,0,0,0,1,0
10655,40.74693,-73.90146,132,1,0,0,0,0,0,1,0,0,1,0
10656,40.80577,-73.94708,120,2,11,263,0,0,1,0,0,0,1,0
10657,40.80565,-73.94621,150,2,13,271,0,0,1,0,0,1,0,0
10658,40.72095,-74.00918,500,3,0,0,0,0,1,0,0,1,0,0
10659,40.7734,-73.95832,150,5,11,0,0,0,1,0,0,1,0,0
10660,40.67889,-73.9481,49,14,9,0,0,1,0,0,0,0,1,0
10661,40.687909999999995,-73.97438000000001,110,2,2,0,0,1,0,0,0,1,0,0
10662,40.80214,-73.95325,65,6,1,0,0,0,1,0,0,0,1,0
10663,40.71387,-73.95697,190,13,1,0,0,1,0,0,0,1,0,0
10664,40.77795,-73.9825,125,2,1,0,0,0,1,0,0,1,0,0
10665,40.773540000000004,-73.98461999999999,92,2,21,39,0,0,1,0,0,0,1,0
10666,40.71468,-73.93774,100,2,0,3,0,1,0,0,0,1,0,0
10667,40.68358,-73.90884,36,20,0,346,0,1,0,0,0,0,1,0
10668,40.69352,-73.94376,325,5,9,0,0,1,0,0,0,1,0,0
10669,40.72555,-73.97713,120,4,3,0,0,0,1,0,0,1,0,0
10670,40.707879999999996,-73.95106,60,5,1,0,0,1,0,0,0,0,1,0
10671,40.79505,-73.93925,175,3,24,0,0,0,1,0,0,1,0,0
10672,40.689890000000005,-73.92128000000001,200,2,147,103,0,1,0,0,0,1,0,0
10673,40.72504,-73.97905,180,1,146,270,0,0,1,0,0,1,0,0
10674,40.76365,-73.98484,155,1,0,0,0,0,1,0,0,0,1,0
10675,40.71887,-73.96069,120,1,0,0,0,1,0,0,0,1,0,0
10676,40.678000000000004,-73.97118,60,1,186,293,0,1,0,0,0,0,1,0
10677,40.745129999999996,-74.00076,95,3,100,80,0,0,1,0,0,0,1,0
10678,40.732659999999996,-73.95841,80,3,0,0,0,1,0,0,0,0,1,0
10679,40.684979999999996,-73.93191999999999,230,2,203,283,0,1,0,0,0,1,0,0
10680,40.70015,-73.92693,45,2,1,0,0,1,0,0,0,0,1,0
10681,40.704679999999996,-73.90553,40,2,1,0,0,0,0,1,0,0,1,0
10682,40.66383,-73.92706,95,2,7,238,0,1,0,0,0,0,0,1
10683,40.672109999999996,-73.94946999999999,200,2,0,0,0,1,0,0,0,1,0,0
10684,40.8224,-73.95402,42,2,34,101,0,0,1,0,0,0,1,0
10685,40.68805,-73.95103,70,2,255,11,0,1,0,0,0,0,1,0
10686,40.68971,-73.96695,199,1,20,365,0,1,0,0,0,0,1,0
10687,40.84111,-73.93698,65,3,157,287,0,0,1,0,0,0,1,0
10688,40.75383,-73.99535999999999,190,30,4,9,0,0,1,0,0,1,0,0
10689,40.72853,-73.99914,200,2,146,264,0,0,1,0,0,1,0,0
10690,40.6766,-73.95987,75,3,21,0,0,1,0,0,0,1,0,0
10691,40.719229999999996,-73.95204,98,1,31,343,0,1,0,0,0,0,1,0
10692,40.7043,-73.92719,120,2,78,206,0,1,0,0,0,0,1,0
10693,40.62802,-73.92729,130,4,9,365,0,1,0,0,0,0,1,0
10694,40.81243,-73.9392,250,1,0,89,0,0,1,0,0,1,0,0
10695,40.72057,-73.97997,125,31,2,204,0,0,1,0,0,1,0,0
10696,40.77832,-73.98069,225,2,0,0,0,0,1,0,0,1,0,0
10697,40.6972,-73.92697,96,3,0,0,0,1,0,0,0,0,1,0
10698,40.64438,-73.95408,55,5,4,89,0,1,0,0,0,0,1,0
10699,40.85369,-73.93186999999999,68,3,8,160,0,0,1,0,0,0,1,0
10700,40.69017,-73.91291,45,15,0,0,0,1,0,0,0,0,1,0
10701,40.7713,-73.92628,140,1,2,0,0,0,0,1,0,1,0,0
10702,40.76016,-73.98929,160,4,5,0,0,0,1,0,0,1,0,0
10703,40.70828,-73.95246,77,7,1,0,0,1,0,0,0,0,1,0
10704,40.72784,-73.94937,90,1,1,0,0,1,0,0,0,0,1,0
10705,40.71868,-73.99036,208,13,1,0,0,0,1,0,0,1,0,0
10706,40.72765,-73.98634,215,3,72,0,0,0,1,0,0,1,0,0
10707,40.802040000000005,-73.95794000000001,100,2,21,79,0,0,1,0,0,0,1,0
10708,40.85415,-73.93108000000001,40,2,9,0,0,0,1,0,0,0,1,0
10709,40.721940000000004,-73.91138000000001,59,1,85,176,0,0,0,1,0,0,1,0
10710,40.81476,-73.80001,325,2,44,153,1,0,0,0,0,1,0,0
10711,40.69836,-73.93521,98,1,201,293,0,1,0,0,0,1,0,0
10712,40.73618,-74.00201,109,1,0,0,0,0,1,0,0,0,1,0
10713,40.681670000000004,-73.92525,69,3,13,333,0,1,0,0,0,0,1,0
10714,40.75363,-73.93463,80,3,1,0,0,0,0,1,0,0,1,0
10715,40.67791,-73.95336999999999,80,3,0,0,0,1,0,0,0,1,0,0
10716,40.67065,-73.91643,39,1,45,158,0,1,0,0,0,0,1,0
10717,40.64125,-73.9763,70,2,7,37,0,1,0,0,0,0,1,0
10718,40.73418,-74.0046,194,3,117,0,0,0,1,0,0,1,0,0
10719,40.72255,-73.97813000000001,90,5,92,8,0,0,1,0,0,0,1,0
10720,40.67115,-73.91620999999999,39,1,70,33,0,1,0,0,0,0,1,0
10721,40.71219,-73.95623,85,2,71,151,0,1,0,0,0,0,1,0
10722,40.60926,-74.10092,429,2,4,0,0,0,0,0,1,1,0,0
10723,40.82205,-73.9467,42,1,161,259,0,0,1,0,0,0,1,0
10724,40.681779999999996,-73.94179,200,2,1,0,0,1,0,0,0,1,0,0
10725,40.72847,-73.99302,700,2,31,54,0,0,1,0,0,1,0,0
10726,40.70299,-73.92648,50,1,4,0,0,1,0,0,0,0,1,0
10727,40.65585,-73.99918000000001,100,1,1,0,0,1,0,0,0,1,0,0
10728,40.67743,-73.95523,150,4,61,365,0,1,0,0,0,1,0,0
10729,40.6938,-73.92562,100,5,85,269,0,1,0,0,0,1,0,0
10730,40.66826,-73.98223,85,30,26,282,0,1,0,0,0,1,0,0
10731,40.72681,-73.99951999999999,240,1,72,0,0,0,1,0,0,1,0,0
10732,40.74123,-73.97731,135,7,2,0,0,0,1,0,0,1,0,0
10733,40.78086,-73.94974,135,14,3,0,0,0,1,0,0,1,0,0
10734,40.84328,-73.88173,79,1,3,179,1,0,0,0,0,0,1,0
10735,40.72305,-73.98834000000001,150,2,10,0,0,0,1,0,0,0,1,0
10736,40.68137,-73.94233,139,4,84,307,0,1,0,0,0,0,1,0
10737,40.68632,-73.95093,38,2,2,0,0,1,0,0,0,0,1,0
10738,40.69579,-73.98295999999999,100,4,65,0,0,1,0,0,0,0,1,0
10739,40.76599,-73.91776999999999,75,3,0,0,0,0,0,1,0,0,1,0
10740,40.70995,-73.90959000000001,170,4,6,0,0,0,0,1,0,1,0,0
10741,40.82137,-73.94769000000001,70,2,57,188,0,0,1,0,0,0,1,0
10742,40.724090000000004,-74.00241,199,3,107,276,0,0,1,0,0,0,1,0
10743,40.67073,-73.91799,39,1,62,159,0,1,0,0,0,0,1,0
10744,40.67112,-73.91685,39,1,73,33,0,1,0,0,0,0,1,0
10745,40.78987,-73.94883,75,2,13,325,0,0,1,0,0,0,1,0
10746,40.65106,-73.97704,99,20,30,65,0,1,0,0,0,1,0,0
10747,40.75748,-73.91221,100,15,15,61,0,0,0,1,0,0,1,0
10748,40.6869,-73.99741,225,3,38,135,0,1,0,0,0,1,0,0
10749,40.69449,-73.99727,99,2,72,231,0,1,0,0,0,0,1,0
10750,40.67804,-73.90997,469,9,7,48,0,1,0,0,0,1,0,0
10751,40.69487,-73.93884,67,60,6,266,0,1,0,0,0,0,1,0
10752,40.808009999999996,-73.9486,180,3,18,362,0,0,1,0,0,0,1,0
10753,40.79927,-73.96235,100,1,87,263,0,0,1,0,0,0,1,0
10754,40.82755,-73.93786999999999,125,3,8,1,0,0,1,0,0,1,0,0
10755,40.76086,-73.92604,85,3,25,0,0,0,0,1,0,1,0,0
10756,40.77001,-73.95691,175,2,3,0,0,0,1,0,0,0,1,0
10757,40.88301,-73.85452,65,5,17,123,1,0,0,0,0,0,1,0
10758,40.64077,-73.99268000000001,52,2,6,90,0,1,0,0,0,0,1,0
10759,40.85911,-73.928,85,3,3,0,0,0,1,0,0,1,0,0
10760,40.5455,-74.14829,99,1,82,325,0,0,0,0,1,0,1,0
10761,40.628409999999995,-73.92591,130,4,3,364,0,1,0,0,0,0,1,0
10762,40.76128,-73.99616999999999,189,2,39,37,0,0,1,0,0,1,0,0
10763,40.68223,-73.9269,121,2,16,0,0,1,0,0,0,1,0,0
10764,40.70309,-73.94788,150,1,4,363,0,1,0,0,0,0,1,0
10765,40.7579,-73.96243,170,1,1,0,0,0,1,0,0,1,0,0
10766,40.76039,-73.99002,70,2,11,0,0,0,1,0,0,0,1,0
10767,40.795120000000004,-73.97479,80,5,1,0,0,0,1,0,0,0,1,0
10768,40.814640000000004,-73.96185,186,7,0,0,0,0,1,0,0,1,0,0
10769,40.72824,-73.97543,174,3,11,0,0,0,1,0,0,1,0,0
10770,40.71413,-73.9864,89,1,5,0,0,0,1,0,0,0,1,0
10771,40.72749,-73.98894,109,3,4,0,0,0,1,0,0,0,1,0
10772,40.72788,-73.95408,100,4,26,0,0,1,0,0,0,1,0,0
10773,40.71078,-73.94060999999999,80,5,5,0,0,1,0,0,0,0,1,0
10774,40.6419,-73.96421,41,7,16,292,0,1,0,0,0,0,1,0
10775,40.723729999999996,-73.94537,120,5,0,0,0,1,0,0,0,1,0,0
10776,40.73435,-73.99903,230,8,23,0,0,0,1,0,0,1,0,0
10777,40.6,-73.95612,45,1,126,342,0,1,0,0,0,0,0,1
10778,40.7241,-73.97991999999999,600,3,0,0,0,0,1,0,0,1,0,0
10779,40.67835,-73.97074,125,2,80,105,0,1,0,0,0,1,0,0
10780,40.72948,-73.98664000000001,149,2,1,0,0,0,1,0,0,1,0,0
10781,40.86789,-73.85999,63,4,40,0,1,0,0,0,0,0,1,0
10782,40.620540000000005,-73.99828000000001,60,3,6,0,0,1,0,0,0,1,0,0
10783,40.819590000000005,-73.9379,57,3,17,341,0,0,1,0,0,0,1,0
10784,40.68635,-73.95893000000001,160,2,59,304,0,1,0,0,0,1,0,0
10785,40.7124,-73.96259,164,1,10,0,0,1,0,0,0,1,0,0
10786,40.66916,-73.95288000000001,250,2,10,365,0,1,0,0,0,1,0,0
10787,40.81067,-73.96377,194,5,29,102,0,0,1,0,0,1,0,0
10788,40.70698,-74.01383,140,10,0,0,0,0,1,0,0,1,0,0
10789,40.668890000000005,-73.93045,205,3,84,172,0,1,0,0,0,1,0,0
10790,40.6283,-73.92619,129,4,5,365,0,1,0,0,0,0,1,0
10791,40.70948,-73.94081,250,4,0,188,0,1,0,0,0,1,0,0
10792,40.76502,-73.98198000000001,399,6,0,0,0,0,1,0,0,0,1,0
10793,40.73637,-73.99746,150,2,16,0,0,0,1,0,0,1,0,0
10794,40.68537,-73.8775,75,3,160,256,0,1,0,0,0,1,0,0
10795,40.59836,-73.95416999999999,45,1,135,351,0,1,0,0,0,0,0,1
10796,40.71525,-73.94742,65,2,9,0,0,1,0,0,0,0,1,0
10797,40.76096,-73.95964000000001,250,1,13,0,0,0,1,0,0,1,0,0
10798,40.7347,-73.95727,185,1,1,0,0,1,0,0,0,0,0,1
10799,40.73105,-74.00541,400,2,10,0,0,0,1,0,0,1,0,0
10800,40.73633,-73.92641,125,1,172,234,0,0,0,1,0,1,0,0
10801,40.771879999999996,-73.91555,175,1,5,87,0,0,0,1,0,0,1,0
10802,40.67173,-73.98303,300,3,70,338,0,1,0,0,0,1,0,0
10803,40.764829999999996,-73.95801,249,30,1,273,0,0,1,0,0,1,0,0
10804,40.76137,-73.96042,199,30,3,365,0,0,1,0,0,1,0,0
10805,40.73858,-73.98881999999999,180,4,2,0,0,0,1,0,0,1,0,0
10806,40.6678,-73.92526,60,3,34,116,0,1,0,0,0,0,1,0
10807,40.708659999999995,-73.94116,55,7,2,0,0,1,0,0,0,0,1,0
10808,40.682109999999994,-73.9236,135,2,129,242,0,1,0,0,0,1,0,0
10809,40.64464,-73.94807,90,2,4,93,0,1,0,0,0,1,0,0
10810,40.73305,-73.98668,130,4,1,0,0,0,1,0,0,0,1,0
10811,40.85362,-73.82949,150,1,0,364,1,0,0,0,0,0,0,1
10812,40.73747,-73.95289,80,1,0,0,0,1,0,0,0,0,1,0
10813,40.82523,-73.95383000000001,85,3,37,61,0,0,1,0,0,0,1,0
10814,40.76095,-73.98668,150,2,3,0,0,0,1,0,0,0,1,0
10815,40.65309,-73.95523,62,1,73,334,0,1,0,0,0,0,1,0
10816,40.68121,-73.93038,155,2,188,262,0,1,0,0,0,1,0,0
10817,40.67889,-73.94326,40,2,3,0,0,1,0,0,0,0,1,0
10818,40.72972,-73.9875,140,2,35,28,0,0,1,0,0,0,1,0
10819,40.699020000000004,-73.93101999999999,50,1,5,365,0,1,0,0,0,0,0,1
10820,40.723420000000004,-73.98871,250,2,1,0,0,0,1,0,0,1,0,0
10821,40.68717,-73.96015,70,7,1,0,0,1,0,0,0,0,1,0
10822,40.68043,-73.96781,160,5,5,0,0,1,0,0,0,1,0,0
10823,40.62857,-73.94828000000001,78,2,114,217,0,1,0,0,0,1,0,0
10824,40.71631,-73.99694000000001,139,4,8,350,0,0,1,0,0,1,0,0
10825,40.85338,-73.93061,50,5,4,0,0,0,1,0,0,0,1,0
10826,40.77455,-73.94981999999999,145,2,31,0,0,0,1,0,0,1,0,0
10827,40.82323,-73.95494000000001,55,2,84,72,0,0,1,0,0,0,1,0
10828,40.79061,-73.97335,215,5,1,0,0,0,1,0,0,1,0,0
10829,40.74654,-73.95778,199,480,0,365,0,0,0,1,0,1,0,0
10830,40.75653,-73.93268,120,2,9,89,0,0,0,1,0,0,1,0
10831,40.75093,-73.99675,160,3,9,0,0,0,1,0,0,1,0,0
10832,40.7816,-73.97638,125,5,0,0,0,0,1,0,0,1,0,0
10833,40.83057,-73.94582,99,1,0,0,0,0,1,0,0,1,0,0
10834,40.62257,-74.09984,80,2,147,324,0,0,0,0,1,1,0,0
10835,40.72595,-73.98218,150,2,6,0,0,0,1,0,0,1,0,0
10836,40.69795,-73.92161999999999,110,1,2,0,0,1,0,0,0,0,1,0
10837,40.66616,-73.98904,360,4,5,0,0,1,0,0,0,1,0,0
10838,40.735240000000005,-73.98441,239,5,2,30,0,0,1,0,0,1,0,0
10839,40.66754,-73.95265,40,4,3,0,0,1,0,0,0,0,1,0
10840,40.80285,-73.9657,60,5,2,0,0,0,1,0,0,0,1,0
10841,40.82117,-73.94306,87,2,11,0,0,0,1,0,0,1,0,0
10842,40.70617,-73.95055,44,2,0,6,0,1,0,0,0,0,1,0
10843,40.8272,-73.94136999999999,80,1,0,0,0,0,1,0,0,0,1,0
10844,40.78174,-73.94829,119,6,4,0,0,0,1,0,0,1,0,0
10845,40.66198,-73.99785,69,5,9,0,0,1,0,0,0,1,0,0
10846,40.84707,-73.93541,50,1,38,0,0,0,1,0,0,0,1,0
10847,40.71111,-73.95141,200,10,27,280,0,1,0,0,0,1,0,0
10848,40.88837,-73.90939,65,1,202,0,1,0,0,0,0,0,1,0
10849,40.7452,-73.89086,78,2,1,0,0,0,0,1,0,1,0,0
10850,40.68602,-73.97386,150,4,4,0,0,1,0,0,0,1,0,0
10851,40.7965,-73.96179000000001,99,2,165,105,0,0,1,0,0,0,1,0
10852,40.76307,-73.92246999999999,150,14,0,0,0,0,0,1,0,1,0,0
10853,40.7368,-73.9925,140,1,71,256,0,0,1,0,0,1,0,0
10854,40.74716,-73.97606999999999,500,1,1,0,0,0,1,0,0,1,0,0
10855,40.657740000000004,-73.95201999999999,75,1,0,0,0,1,0,0,0,1,0,0
10856,40.66012,-73.98343,123,3,141,0,0,1,0,0,0,1,0,0
10857,40.62862,-73.92629000000001,414,16,5,365,0,1,0,0,0,1,0,0
10858,40.628679999999996,-73.92739,125,4,13,180,0,1,0,0,0,0,1,0
10859,40.74451,-73.99226,299,2,25,221,0,0,1,0,0,1,0,0
10860,40.652159999999995,-73.96119,55,3,219,286,0,1,0,0,0,0,1,0
10861,40.78583,-73.9768,55,3,2,0,0,0,1,0,0,0,1,0
10862,40.678309999999996,-73.93903,65,3,3,342,0,1,0,0,0,0,1,0
10863,40.749109999999995,-73.9877,300,3,0,0,0,0,1,0,0,1,0,0
10864,40.805820000000004,-73.95355,150,5,11,0,0,0,1,0,0,1,0,0
10865,40.76859,-73.9872,79,1,5,0,0,0,1,0,0,0,1,0
10866,40.76599,-73.98388,152,1,0,0,0,0,1,0,0,1,0,0
10867,40.82244,-73.94773,124,3,102,247,0,0,1,0,0,1,0,0
10868,40.634209999999996,-74.0263,85,2,36,281,0,1,0,0,0,0,1,0
10869,40.80311,-73.94858,100,3,6,349,0,0,1,0,0,0,1,0
10870,40.700540000000004,-73.91185,82,4,8,0,0,1,0,0,0,1,0,0
10871,40.83746,-73.92268,59,4,51,0,1,0,0,0,0,0,1,0
10872,40.72137,-73.97785999999999,75,1,5,0,0,0,1,0,0,0,1,0
10873,40.690670000000004,-73.92643000000001,65,1,2,0,0,1,0,0,0,0,1,0
10874,40.63378,-74.08726,50,1,0,0,0,0,0,0,1,0,1,0
10875,40.71495,-73.96321,65,2,12,0,0,1,0,0,0,0,1,0
10876,40.74501,-73.99725,109,3,10,0,0,0,1,0,0,1,0,0
10877,40.688629999999996,-73.98935,59,1,151,325,0,1,0,0,0,0,1,0
10878,40.764359999999996,-73.96471,300,4,7,188,0,0,1,0,0,1,0,0
10879,40.693709999999996,-73.97076,135,6,12,188,0,1,0,0,0,1,0,0
10880,40.797709999999995,-73.93449,110,2,1,0,0,0,1,0,0,1,0,0
10881,40.723690000000005,-73.98998,300,2,1,0,0,0,1,0,0,1,0,0
10882,40.83368,-73.94314,80,4,0,0,0,0,1,0,0,0,1,0
10883,40.773720000000004,-73.94803,185,5,7,341,0,0,1,0,0,0,1,0
10884,40.64985,-74.00206999999999,35,6,26,160,0,1,0,0,0,0,1,0
10885,40.715990000000005,-73.95514,250,5,0,0,0,1,0,0,0,0,1,0
10886,40.769740000000006,-73.98743,90,2,2,0,0,0,1,0,0,0,1,0
10887,40.75819,-73.87504,50,1,209,1,0,0,0,1,0,0,1,0
10888,40.72403,-73.94306,60,7,11,0,0,1,0,0,0,0,1,0
10889,40.71602,-73.94645,70,3,1,0,0,1,0,0,0,0,1,0
10890,40.77915,-73.97794,130,2,3,0,0,0,1,0,0,0,1,0
10891,40.829390000000004,-73.86514,28,2,98,108,1,0,0,0,0,0,1,0
10892,40.68293,-73.93437,35,14,0,0,0,1,0,0,0,0,1,0
10893,40.7127,-73.94048000000001,110,3,10,0,0,1,0,0,0,1,0,0
10894,40.67416,-73.93854,70,1,3,0,0,1,0,0,0,0,1,0
10895,40.711090000000006,-73.95918,200,2,7,0,0,1,0,0,0,1,0,0
10896,40.70963,-74.00759000000001,90,2,71,0,0,0,1,0,0,0,1,0
10897,40.70928,-73.89795,139,5,3,0,0,0,0,1,0,1,0,0
10898,40.7595,-73.98966999999999,360,1,13,188,0,0,1,0,0,1,0,0
10899,40.74268,-73.98401,185,4,15,7,0,0,1,0,0,1,0,0
10900,40.74592,-73.92399,95,1,0,0,0,0,0,1,0,1,0,0
10901,40.71116,-73.94014,100,1,2,0,0,1,0,0,0,0,1,0
10902,40.76146,-73.96649000000001,195,3,67,265,0,0,1,0,0,0,1,0
10903,40.72625,-73.98173,235,3,4,0,0,0,1,0,0,1,0,0
10904,40.723209999999995,-73.9433,150,3,107,277,0,1,0,0,0,1,0,0
10905,40.8484,-73.93972,70,2,1,0,0,0,1,0,0,0,1,0
10906,40.72696,-73.98406,95,2,2,0,0,0,1,0,0,0,1,0
10907,40.76041,-73.99495999999999,450,6,15,364,0,0,1,0,0,1,0,0
10908,40.82355,-73.94881,50,2,0,0,0,0,1,0,0,0,1,0
10909,40.798790000000004,-73.96721,100,1,9,0,0,0,1,0,0,0,1,0
10910,40.66852,-73.9425,160,1,1,0,0,1,0,0,0,1,0,0
10911,40.711929999999995,-73.94266,65,1,9,35,0,1,0,0,0,0,1,0
10912,40.75273,-73.87144,104,2,166,195,0,0,0,1,0,1,0,0
10913,40.71915,-73.98546,60,2,12,0,0,0,1,0,0,0,1,0
10914,40.69882,-73.91771,60,7,0,0,0,1,0,0,0,0,1,0
10915,40.7034,-73.9296,50,2,0,0,0,1,0,0,0,0,1,0
10916,40.73572,-73.98735,190,2,134,270,0,0,1,0,0,1,0,0
10917,40.72522,-73.94563000000001,60,6,0,0,0,1,0,0,0,0,1,0
10918,40.69181,-73.9463,55,3,18,0,0,1,0,0,0,0,1,0
10919,40.67352,-73.95633000000001,80,7,45,161,0,1,0,0,0,1,0,0
10920,40.733509999999995,-73.71299,65,2,39,222,0,0,0,1,0,0,1,0
10921,40.75711,-73.99665,235,2,20,0,0,0,1,0,0,1,0,0
10922,40.71978,-73.98424,205,2,6,0,0,0,1,0,0,1,0,0
10923,40.695609999999995,-73.969,109,3,1,0,0,1,0,0,0,1,0,0
10924,40.68255,-73.96167,85,2,12,0,0,1,0,0,0,0,1,0
10925,40.65661,-73.96144,80,1,169,233,0,1,0,0,0,0,1,0
10926,40.73106,-73.98467,120,3,4,0,0,0,1,0,0,1,0,0
10927,40.75548,-73.99706,130,1,1,0,0,0,1,0,0,0,1,0
10928,40.80109,-73.97093000000001,190,4,46,207,0,0,1,0,0,1,0,0
10929,40.75188,-73.97251999999999,455,2,0,0,0,0,1,0,0,1,0,0
10930,40.8022,-73.95737,99,4,2,0,0,0,1,0,0,0,1,0
10931,40.84747,-73.94279,125,30,0,0,0,0,1,0,0,1,0,0
10932,40.68881,-73.92805,52,4,3,157,0,1,0,0,0,0,1,0
10933,40.68942,-73.9287,110,4,5,50,0,1,0,0,0,1,0,0
10934,40.70588,-73.90821,75,2,0,0,0,0,0,1,0,0,1,0
10935,40.71707,-73.99065999999999,99,3,1,0,0,0,1,0,0,0,1,0
10936,40.77697,-73.97698000000001,137,1,163,32,0,0,1,0,0,0,1,0
10937,40.7465,-73.97734,85,5,2,0,0,0,1,0,0,0,1,0
10938,40.75287,-73.97439,149,10,3,14,0,0,1,0,0,1,0,0
10939,40.71175,-73.96092,124,2,13,0,0,1,0,0,0,1,0,0
10940,40.72529,-73.97756,125,2,23,0,0,0,1,0,0,0,1,0
10941,40.713229999999996,-73.9878,70,1,212,41,0,0,1,0,0,0,1,0
10942,40.76615,-73.91325,99,1,6,323,0,0,0,1,0,0,1,0
10943,40.767990000000005,-73.91234,109,1,2,138,0,0,0,1,0,0,1,0
10944,40.85432,-73.93198000000001,235,1,28,364,0,0,1,0,0,1,0,0
10945,40.67501,-73.95873,95,2,20,0,0,1,0,0,0,1,0,0
10946,40.71978,-73.98705,250,2,8,297,0,0,1,0,0,1,0,0
10947,40.72607,-74.00166,95,1,152,9,0,0,1,0,0,0,1,0
10948,40.77564,-73.9533,85,1,71,186,0,0,1,0,0,0,1,0
